"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"320","Matt Irwin","NSH","D","44","497","1","6","4","2","7","35.00","50","2.00","1.22","112","72","17","2","2","6","38","12","9","2","1","6","13","8","80","77","37","0","0","-"
"403","Kevan Miller","BOS","D","39","692.06666666667","0","7","3","4","7","26.92","32","0.00","0.96","81","48","10","1","2","1","35","13","10","3","0","9","20","18","73","94","79","0","0","-"
"423","Nick Seeler","MIN","D","71","875.63333333333","2","5","2","3","7","25.00","67","2.99","2.44","153","97","25","6","1","7","64","22","17","4","1","16","18","5","78","71","116","0","0","-"
"453","Miikka Salomaki","NSH","R","37","386.86666666667","3","4","1","3","7","50.00","51","5.88","6.08","73","63","49","25","3","4","8","4","4","0","0","4","5","6","72","37","20","2","5","28.57"
"475","Nathan Beaulieu","BUF","D","30","441.03333333333","3","4","2","2","7","33.33","35","8.57","1.38","64","50","15","2","1","4","32","9","6","2","1","7","13","5","33","25","30","0","0","-"
"480","Joe Morrow","WPG","D","41","572.33333333333","1","6","4","2","7","24.14","40","2.50","1.35","119","72","21","0","1","8","20","7","5","2","0","5","28","5","37","37","37","0","0","-"
"491","Brad Hunt","VGK","D","13","197.15","2","5","2","3","7","53.85","28","7.14","1.58","50","37","16","2","0","4","2","1","1","0","0","1","6","6","7","23","10","0","0","-"
"552","Connor Carrick","N.J","D","20","391.75","1","6","4","2","7","50.00","26","3.85","1.66","53","38","16","7","0","4","6","3","3","0","0","3","9","12","20","31","26","0","0","-"
"577","Joakim Ryan","S.J","D","44","562.06666666667","0","7","0","7","7","23.33","35","0.00","1.3","80","48","12","2","1","6","15","6","5","1","0","5","9","11","43","59","39","0","0","-"
"690","Michael Dal Colle","NYI","L","28","339.03333333333","3","4","4","0","7","53.85","34","8.82","3.18","52","41","41","16","0","0","2","1","1","0","0","1","11","7","10","18","8","0","1","0.00"
"696","Kevin Fiala","MIN","L","19","335.05","3","4","3","1","7","70.00","43","6.98","3.6","76","56","40","16","1","4","10","5","5","0","0","3","15","13","14","24","3","0","3","0.00"
"733","Christian Dvorak","ARI","C","20","287.7","2","5","4","1","7","63.64","25","8.00","3.84","43","34","30","20","1","3","2","1","1","0","0","1","14","12","16","29","7","125","101","55.31"
"826","Markus Hannikainen","CBJ","L","44","417.03333333333","4","3","2","1","7","70.00","52","7.69","4.87","88","70","49","28","4","4","2","1","1","0","0","7","1","15","63","50","8","0","3","0.00"
"860","Joey Anderson","N.J","R","34","438.65","4","3","3","0","7","58.33","49","8.16","4.56","72","59","32","16","1","8","6","3","3","0","0","2","3","12","42","44","11","9","8","52.94"
"934","Max Comtois","ANA","L","10","145.9","2","5","3","2","7","87.50","9","22.22","0.93","19","14","12","4","2","1","7","2","1","1","0","2","4","2","27","8","3","3","8","27.27"
"977","Igor Ozhiganov","TOR","D","53","742.8","3","4","2","2","7","22.58","43","6.98","1.29","131","73","18","1","1","6","14","7","7","0","0","2","34","11","57","71","48","0","0","-"
"982","Egor Yakovlev","N.J","D","25","391.83333333333","2","5","3","2","7","50.00","24","8.33","1.23","54","34","15","4","1","2","6","3","3","0","0","3","19","3","12","24","22","0","0","-"
"990","Taro Hirose","DET","L","10","153.05","1","6","3","3","7","87.50","15","6.67","0.9","22","17","13","3","0","2","2","1","1","0","0","1","7","5","1","14","9","1","0","100.00"
"33","Dion Phaneuf","L.A","D","67","1004.9333333333","1","5","1","4","6","18.75","80","1.25","2.89","197","122","43","7","1","10","53","22","19","3","0","20","30","6","128","49","79","0","0","-"
"53","Nate Thompson","L.A","C","53","684.5","4","2","0","2","6","30.00","35","11.43","3.86","56","45","31","16","2","4","17","7","6","1","0","9","11","20","54","35","34","263","232","53.13"
"90","Andrew Cogliano","DAL","C","32","372.68333333333","3","3","2","1","6","54.55","42","7.14","4.49","69","55","47","25","3","6","8","3","3","0","0","4","17","9","25","28","19","4","5","44.44"
"149","Steven Kampfer","BOS","D","35","511.9","3","3","1","2","6","35.29","40","7.50","1.88","87","62","18","4","1","1","22","11","11","0","0","4","7","12","44","73","32","0","0","-"
"170","Brandon Sutter","VAN","C","26","454.15","4","2","1","1","6","50.00","43","9.30","3.15","74","58","42","16","3","6","6","3","3","0","0","5","6","8","33","22","13","224","238","48.48"
"273","Dmitry Kulikov","WPG","D","57","892.81666666667","0","6","3","3","6","16.67","40","0.00","1.63","96","63","20","3","3","5","47","17","15","1","1","9","37","19","88","100","71","0","0","-"
"342","Charlie Coyle","BOS","C","21","335.53333333333","2","4","2","2","6","60.00","42","4.76","3.47","65","51","38","19","1","4","4","2","2","0","0","6","17","11","16","27","11","96","115","45.50"
"413","Lukas Sedlak","CBJ","C","47","422.95","4","2","1","1","6","50.00","43","9.30","4.49","70","60","46","27","5","6","10","5","5","0","0","9","8","6","69","74","20","43","44","49.43"
"421","Fredrik Claesson","NYR","D","37","638.18333333333","2","4","3","1","6","28.57","44","4.55","1.75","107","75","21","3","1","3","9","3","2","1","0","2","31","9","76","73","33","0","0","-"
"433","Josh Leivo","TOR","L","27","284.45","4","2","2","0","6","54.55","38","10.53","4.07","73","59","41","20","3","6","7","2","1","1","0","5","15","15","22","32","5","11","17","39.29"
"445","Victor Rask","CAR","C","26","312.76666666667","1","5","3","2","6","54.55","25","4.00","2.59","49","38","27","13","3","1","4","2","2","0","0","2","9","9","25","29","8","111","135","45.12"
"448","Brett Ritchie","DAL","R","53","509.05","4","2","0","2","6","50.00","57","7.02","4.55","106","79","56","25","1","5","57","20","16","3","1","3","12","7","126","57","13","2","7","22.22"
"504","Pontus Aberg","MIN","L","22","283.1","1","5","3","2","6","60.00","27","3.70","2.27","58","41","21","6","1","4","6","3","3","0","0","1","5","2","14","10","4","0","8","0.00"
"546","Martin Frk","DET","R","30","275.56666666667","1","5","4","1","6","60.00","28","3.57","2.79","58","43","30","13","1","3","4","2","2","0","0","1","10","3","35","18","4","0","0","-"
"608","Peter Cehlarik","BOS","L","20","251.86666666667","4","2","1","1","6","54.55","30","13.33","3.81","57","47","39","20","1","4","6","3","3","0","0","2","6","13","5","34","7","0","5","0.00"
"619","Ryan Hartman","PHI","R","19","228.83333333333","2","4","3","1","6","60.00","32","6.25","3.17","52","44","32","17","1","5","30","11","10","0","1","6","6","5","38","17","18","2","1","66.67"
"634","Carl Dahlstrom","CHI","D","38","706.96666666667","0","6","2","4","6","14.63","42","0.00","1.13","78","55","13","1","1","3","6","3","3","0","0","3","29","9","33","43","35","0","0","-"
"637","Madison Bowey","WSH","D","33","453.65","1","5","1","4","6","37.50","34","2.94","1.77","77","53","17","4","1","3","38","16","14","2","0","7","18","5","47","44","41","0","0","-"
"698","Brendan Perlini","ARI","L","22","301.2","2","4","3","1","6","50.00","40","5.00","4.53","83","64","41","23","3","5","8","4","4","0","0","4","4","5","13","15","7","0","2","0.00"
"709","Robby Fabbri","STL","C","32","404.91666666667","2","4","2","2","6","31.58","43","4.65","3.98","83","60","55","18","0","4","6","3","3","0","0","7","4","5","30","33","8","4","10","28.57"
"719","Brendan Lemieux","NYR","L","19","243.73333333333","3","3","2","1","6","66.67","30","10.00","2.56","50","39","31","10","1","2","44","11","7","2","2","11","8","5","48","29","16","3","7","30.00"
"723","Marcus Pettersson","ANA","D","27","378.53333333333","0","6","5","1","6","46.15","15","0.00","0.94","45","32","15","2","0","3","17","7","6","1","0","5","10","2","16","50","32","0","0","-"
"735","Juho Lammikko","FLA","R","40","437.26666666667","0","6","5","1","6","66.67","39","0.00","3.28","74","54","33","17","3","5","6","3","3","0","0","2","12","12","45","12","21","142","190","42.77"
"792","Dylan Strome","ARI","C","20","270.63333333333","3","3","2","1","6","75.00","40","7.50","3.56","68","52","35","13","3","4","6","3","3","0","0","2","4","8","2","14","9","138","100","57.98"
"799","Caleb Jones","EDM","D","17","336.55","1","5","2","3","6","46.15","21","4.76","0.75","44","29","13","0","0","2","6","3","3","0","0","0","17","13","20","19","18","0","0","-"
"848","Matt Roy","L.A","D","25","428.26666666667","2","4","0","4","6","28.57","34","5.88","1.41","76","55","19","3","0","4","8","4","4","0","0","2","17","4","38","36","47","0","0","-"
"855","Casey Nelson","BUF","D","38","585.55","1","5","2","3","6","28.57","37","2.70","1.1","83","54","14","1","2","1","13","5","4","1","0","2","19","5","44","45","36","0","0","-"
"868","Carl Grundstrom","L.A","R","15","224.53333333333","5","1","0","1","6","66.67","27","18.52","6.05","59","51","45","33","2","8","6","3","3","0","0","2","5","8","38","21","3","0","0","-"
"914","Alexandre Fortin","CHI","L","24","254.18333333333","3","3","2","1","6","75.00","29","10.34","3","56","39","40","15","4","3","2","1","1","0","0","5","3","9","21","16","7","11","6","64.71"
"939","Lias Andersson","NYR","C","42","450.11666666667","2","4","2","2","6","60.00","41","4.88","2.71","63","50","35","18","1","2","29","13","12","1","0","12","12","14","60","52","8","84","106","44.21"
"954","Jan Rutta","CHI","D","23","374.8","2","4","2","2","6","35.29","22","9.09","0.71","47","30","11","0","1","2","12","6","6","0","0","3","5","1","18","21","21","0","0","-"
"958","Sheldon Dries","COL","C","40","362.95","3","3","2","1","6","60.00","44","6.82","4.18","69","57","47","25","6","6","26","9","8","0","1","7","7","7","66","20","20","66","65","50.38"
"976","Lawrence Pilut","BUF","D","33","574.8","1","5","3","2","6","27.27","37","2.70","1.22","71","54","15","2","2","1","20","6","5","0","1","4","14","7","20","52","33","0","0","-"
"16","Dan Hamhuis","NSH","D","57","914.68333333333","0","5","1","4","5","18.52","39","0.00","1.47","82","49","18","3","1","7","28","14","14","0","0","8","40","12","38","70","61","0","0","-"
"27","Jonathan Ericsson","DET","D","52","895.41666666667","3","2","1","1","5","19.23","48","6.25","1.57","106","68","21","2","2","4","35","16","15","1","0","6","40","9","98","54","56","0","0","-"
"43","Brian Boyle","NSH","C","26","331.15","5","0","0","0","5","33.33","42","11.90","3.81","63","52","38","20","1","2","16","5","3","2","0","6","4","7","57","18","14","67","61","52.34"
"96","Adam McQuaid","NYR","D","36","629.08333333333","2","3","2","1","5","19.23","19","10.53","0.7","53","35","11","0","0","2","33","15","14","1","0","5","14","10","99","44","76","0","0","-"
"186","Carl Hagelin","L.A","L","22","308.66666666667","1","4","2","2","5","50.00","36","2.78","3.52","65","51","31","15","2","4","6","3","3","0","0","4","3","9","18","21","11","2","11","15.38"
"227","Michael Stone","CGY","D","14","223.1","0","5","2","3","5","55.56","12","0.00","0.45","49","28","4","0","1","3","10","5","5","0","0","1","6","6","27","18","16","0","0","-"
"236","Derek Grant","PIT","C","25","225.8","2","3","3","0","5","55.56","26","7.69","1.48","35","29","17","8","1","4","6","3","3","0","0","4","4","5","42","23","10","76","57","57.14"
"239","Mark Borowiecki","OTT","D","53","825.21666666667","1","4","2","2","5","18.52","59","1.69","2.86","147","109","30","12","4","9","89","26","17","7","2","14","26","14","212","93","93","0","0","-"
"292","Chris Wideman","OTT","D","19","257.36666666667","2","3","2","1","5","38.46","19","10.53","0.85","47","28","11","1","1","3","12","6","6","0","0","3","7","2","26","30","25","0","0","-"
"295","Nicolas Deslauriers","MTL","L","48","481.81666666667","2","3","1","2","5","50.00","48","4.17","4.21","85","67","46","26","5","2","22","8","6","2","0","4","9","11","135","50","22","1","0","100.00"
"308","Nick Jensen","WSH","D","20","339.91666666667","0","5","4","1","5","35.71","28","0.00","0.87","39","33","12","2","0","2","4","2","2","0","0","2","9","6","21","57","26","0","0","-"
"327","Martin Marincin","TOR","D","24","364.8","1","4","1","3","5","35.71","34","2.94","1.1","79","49","20","1","0","4","12","6","6","0","0","1","25","11","21","25","21","0","1","0.00"
"375","Mikael Granlund","NSH","C","16","270.38333333333","1","4","2","2","5","50.00","29","3.45","2.92","53","40","31","17","1","3","4","2","2","0","0","2","2","5","18","31","7","17","22","43.59"
"379","Michael Chaput","MTL","C","32","359.13333333333","0","5","3","2","5","50.00","31","0.00","3.07","58","46","34","18","3","0","14","7","7","0","0","10","8","7","53","22","17","124","120","50.82"
"400","Ben Street","ANA","C","21","253.41666666667","3","2","2","0","5","83.33","19","15.79","1.38","46","28","24","7","1","2","2","1","1","0","0","1","4","4","19","21","9","16","27","37.21"
"405","Brian Gibbons","ANA","C, L","44","454.81666666667","2","3","2","1","5","38.46","29","6.90","2.66","62","48","30","18","2","0","16","8","8","0","0","6","11","15","26","42","19","1","1","50.00"
"432","Alan Quine","CGY","C","13","123.46666666667","3","2","0","2","5","100.00","11","27.27","0.77","20","14","9","5","0","1","6","3","3","0","0","0","5","3","14","7","2","13","20","39.39"
"476","Nathan Beaulieu","WPG","D","18","303.26666666667","0","5","2","3","5","29.41","25","0.00","0.54","42","29","8","1","2","4","7","2","1","1","0","4","9","4","27","29","12","0","0","-"
"490","Brad Hunt","MIN","D","29","428.23333333333","3","2","1","1","5","33.33","47","6.38","2.18","90","66","23","5","2","4","6","3","3","0","0","1","8","16","11","29","18","0","0","-"
"524","Slater Koekkoek","CHI","D","22","361.78333333333","1","4","2","2","5","23.81","21","4.76","0.82","44","27","11","1","1","4","10","5","5","0","0","3","6","3","46","42","36","0","0","-"
"531","Brendan Leipsic","VAN","L","17","218.06666666667","2","3","0","3","5","71.43","36","5.56","2.38","56","46","15","7","2","7","2","1","1","0","0","3","6","10","11","12","3","3","2","60.00"
"536","Mackenzie MacEachern","STL","L","29","232.93333333333","3","2","1","1","5","83.33","33","9.09","3.01","48","41","32","20","0","3","10","5","5","0","0","4","0","6","49","37","4","0","0","-"
"553","Charles Hudon","MTL","L","32","373.53333333333","3","2","1","1","5","45.45","50","6.00","4.3","87","68","55","21","4","1","16","8","8","0","0","2","14","9","73","26","9","4","5","44.44"
"566","Paul LaDue","L.A","D","33","436.3","2","3","1","2","5","31.25","33","6.06","1.16","75","49","17","0","0","2","12","2","1","0","1","3","9","2","51","67","25","0","0","-"
"600","John Hayden","CHI","R","54","494.7","3","2","1","1","5","35.71","42","7.14","4.43","90","67","53","21","5","7","27","9","6","3","0","10","9","15","97","62","23","7","22","24.14"
"612","Ben Harpur","OTT","D","51","898.65","1","4","3","1","5","18.52","50","2.00","2.41","99","70","14","3","0","5","56","15","8","6","1","11","60","16","89","103","69","0","0","-"
"613","Ryan Graves","COL","D","26","288.7","3","2","1","1","5","35.71","26","11.54","0.94","62","41","13","2","0","3","2","1","1","0","0","0","12","5","32","25","51","0","0","-"
"664","Jean-Sebastien Dea","N.J","C","20","214.75","3","2","0","2","5","83.33","27","11.11","2.4","45","35","28","10","3","2","6","3","3","0","0","4","7","13","19","22","12","51","50","50.50"
"667","Colby Cave","BOS","C","20","263.76666666667","1","4","2","2","5","55.56","18","5.56","2.48","40","31","28","12","2","2","8","4","4","0","0","0","3","10","22","15","5","75","86","46.58"
"671","Josh Currie","EDM","R","21","182.88333333333","2","3","2","1","5","71.43","19","10.53","1.51","34","24","17","8","1","1","2","1","1","0","0","1","2","3","39","27","17","2","3","40.00"
"727","Vladislav Kamenev","COL","C","23","207.9","2","3","1","2","5","50.00","22","9.09","1.63","42","29","16","9","2","2","10","5","5","0","0","0","5","2","20","21","4","59","59","50.00"
"800","Noah Juulsen","MTL","D","21","359.41666666667","1","4","0","4","5","26.32","22","4.55","0.57","48","29","12","1","0","0","6","3","3","0","0","1","17","6","60","46","39","0","0","-"
"817","Jacob Larsson","ANA","D","49","838.61666666667","0","5","2","3","5","19.23","57","0.00","2.54","126","87","22","7","1","11","16","8","8","0","0","3","30","10","41","86","59","0","1","0.00"
"830","Dean Kukan","CBJ","D","25","336.63333333333","0","5","3","2","5","38.46","16","0.00","0.75","36","21","8","3","1","0","6","3","3","0","0","1","5","4","16","24","21","0","0","-"
